,L104B5Inv,L104B5LCIS,L13B6DCIS,L13B9DCIS,L14B14,L14B5,L14B901DCIS,L14B901Inv,L15B13I1,L15B13I2,L16B6,L16B9,L17B11,L17B14,L17B8,L19B6,L19B7ERPRp,L19B7ERpPRn,L19B7ERPRmix,L20B10Inv1,L20B9,L33B14DCIS,L33B14Inv,L33B8,L38B11,L38B6,L38B7ER63pos,L38B7ER63weak,L41B12PR57neg,L41B12PR57pos,L41B13,L41B16,L41B9,L47B4,L47B7,L47B9,L49B10,L49B11,L49B8,L50B11I1,L50B11I2,L50B14I3,L51B22I3,L51B25D,L51B31I1,L51B31I2,L52B12D,L52B12I,L52B6D,L52B6I,L52B9D,L52B9I,L54B12D,L54B12I,L54B13I2,L54B13I3,L54B7D,L54B7I,L54B8I1,L55B10,L55B6,L55B9I2,L55B9I1,L56B7,L56B8,L56B9,L65B12,L65B13,L65B14,L67B5,L67B7I,L67B7P,L67B8Inv,L67B8pap,L69B10,L69B8,L70B11,L70B14,L70B17,L73B10Area1,L73B10Area2,L73B12I1,L73B12I2,L73B14Area1,L73B14Area2,L75B4,L75B6,L75B7,L76B5,L76B7,L76B9,L77B10,L77B7,L77B9,L78B12Inv1,L78B12Inv2,L78B9I1,L78B9I2,L79B7Inv1,L79B7Inv2,L8B6I2,L8B6I1,L8B7,L8B10,L8B13,L82B7,L82B8,L82B9,L91B11I2,L91B14I3,L91B9I1,L95B10,L95B12,L95B8,L96B11,L96B12
WNT7B,-2.092640366,-3.511864149,-2.434205401,-2.312477195,-2.628700296,,-3.303613766,-3.448336622,-4.110706117,-5.158855158,,-3.208609442,-5.614980764,-5.607769394,-5.561593407,,-4.32477465,,,-5.132026394,-7.144337033,-4.787605022,-5.877358895,-5.479068021,-6.00054132,-6.063322946,-5.400824761,-6.368012528,-6.539453434,-3.46877725,-3.202682834,-3.879810129,-3.900728957,-4.159447714,-4.288250342,-4.098643882,-4.102337475,-3.840631727,-4.058379052,-3.184727184,-3.336237472,-3.884369303,-3.989843014,-3.01862333,-3.075909753,-4.845489291,-5.793570506,-5.479416741,-6.280689072,-5.383843002,-5.388165951,-6.613837541,,-4.428002316,-4.232174172,-5.835146237,-3.48689886,-5.28770026,-4.793335482,-2.455239597,-2.731574649,-2.492078838,-2.594036796,-4.520762717,-4.850259721,-4.146571895,-4.357674347,-4.161677132,-4.809880085,-5.538035665,-4.392713545,-6.402734408,-6.05482909,-7.146896493,-3.743835194,-3.769279854,-3.547472898,-2.739170112,-3.771152841,-3.128232907,-3.871008886,-4.12850199,-3.076726608,-3.161355818,-4.003086313,-2.380208678,-3.208321485,-3.131990203,-6.369118585,-7.815299112,-6.928300722,-3.974071384,-3.880728508,-3.660832793,-5.218900146,-3.601879261,-5.719562637,-4.478927912,-3.259112571,-3.39812062,-5.068849425,-5.439292613,-6.176760043,,,,-2.862661529,-2.431739147,-2.997000112,-2.827128523,-4.093138117,-5.257564096,-5.316122925,-6.383592603,-2.613486609,-3.951170264
FGFR3,-3.872646039,-2.318429409,-3.048865761,-1.228337743,-0.431887392,,-1.822584162,-1.370386053,-3.902695007,-4.491412429,,-2.415635831,-4.112662939,-4.728381031,-4.060800548,,-3.090998699,,,-4.065558114,-4.634926639,1.207431822,2.418666706,1.502392874,-3.504247342,-2.942293335,-2.844579769,-3.842141185,-4.393656703,-2.894137221,-3.941408886,-3.280295431,-5.027950721,-3.18105417,-3.6923932,-3.453139839,-3.023015022,-3.237028666,-3.420997399,-1.062381543,-2.190672168,-1.378519309,-1.728259941,-0.373588586,-1.254715389,-2.447860699,-1.507449634,-2.986844992,-1.932127626,-1.761988236,-0.036950051,-3.730475839,,-1.496546326,-3.237813302,-0.135687119,-4.453758729,-1.194224467,-2.035098326,0.129376143,-0.766581099,-2.267211591,-1.450625936,-3.954858552,-3.773393636,-3.939121701,-5.710997638,-4.707645501,-6.040346629,-1.863685176,-1.862198828,-1.745027675,-1.78020671,-1.378285272,-2.53379782,-3.225648546,-3.562855638,-2.978752029,-3.1264999,-0.489904643,1.224541461,0.940495471,-0.066841857,-0.612097379,0.827122282,-1.512098735,-1.790457218,-2.172673821,-3.24726388,-2.32860772,-2.417156287,-3.047256653,-3.528284867,-2.202621525,-3.003960029,-4.643278896,-2.012200581,-1.3954514,-2.463481136,-2.928717418,0.123727624,-2.680946629,-2.414065248,,,,0.403648519,0.332113292,0.321896249,-0.369440804,0.505442373,0.716841817,0.83775506,-0.46737631,-3.689624376,-0.363264851
SRPX,-0.418634548,-0.855767747,-1.954064418,-3.237751904,-1.549801816,,-0.738935494,0.528364615,-1.69836903,-0.423087951,,0.605382932,-1.659774256,-1.797105586,-1.972667589,,-3.311020215,,,-3.044298197,-4.01128367,-2.388546021,-4.063262395,-2.112430498,-1.863974915,-1.058084959,-2.00176576,-2.045769124,1.164492503,-0.939456417,-0.612943802,-2.299720303,-0.541716697,-0.497144731,-1.67840347,-2.971127791,-2.480461432,-2.869157319,-2.171807825,-2.644414696,-2.641858135,0.101432777,1.037907108,-0.662981415,-1.079552699,-1.057080188,-1.456578734,-4.069361507,-0.583132357,-1.740463986,-2.938871209,-1.032538571,,-0.701968254,-2.183644931,-1.688415983,1.590333638,-0.86729248,-1.337163572,-1.445369353,-0.20419964,-1.40398821,-1.304479969,1.014564233,-0.411148086,-2.980478755,-1.066539405,-1.651816087,-2.2459792,-0.130197371,-2.886097096,-4.703472881,-3.594648214,-4.661653695,-2.051737298,0.747694373,-0.328444622,-0.904207677,-0.752533806,-1.472851134,-2.281108462,-2.495426689,-2.27260925,-2.046793404,-2.36175572,-1.820111797,-1.555285208,-0.618192877,-0.460323419,-2.968926446,-2.489352372,-2.834827362,-0.689247364,-3.807937087,-0.103454892,-3.427271935,-2.121290936,-1.785717136,-2.999157558,-2.634318841,-2.469531914,-2.70818523,-2.66845408,,,,-2.325162572,-2.918767726,-2.045495325,-2.938229099,-2.814960639,-5.146488145,-6.134657646,-3.825057676,-0.335148558,-1.200807806
BMP2,-3.474156659,-4.274598718,-1.089486162,-5.224968447,-5.66044588,,-4.376992537,-3.012325323,-4.875246792,-3.5906879,,-3.992958599,-5.219191149,-5.740041854,-4.928331121,,-4.110798798,,,-4.496114517,-5.460875898,-4.419854094,-5.571535716,-4.675217977,-4.782320761,-4.158543994,-5.033073833,-4.814705946,-3.053752565,-5.383955817,-4.478822228,-5.37018342,-4.218561299,-4.454589436,-5.225687739,-5.896151018,-3.626698889,-3.348493436,-3.031736023,-5.57101977,-5.017185223,-3.069028028,-2.329912584,-1.731597541,-0.645137292,-1.29632213,-4.119985342,-5.554769813,-4.311648025,-5.336799443,-4.881230657,-3.918557306,,-4.991456351,-5.254503444,-5.208382671,-2.899286919,-5.488584215,-4.872199543,-5.567105561,-4.285172979,-4.357769238,-4.463789222,-1.986522511,-3.391401326,-4.78015975,-3.707039624,-3.823981721,-5.465231914,-4.125172537,-4.259958336,-6.49237162,-6.522977926,-5.481646203,-4.76827443,-3.873978662,-4.794304555,-4.877625607,-4.990608059,-5.498695913,-5.435766707,-5.750845796,-5.617846619,-4.604807343,-5.384909182,-3.537575881,-3.192220167,-2.731676512,-4.088627582,-6.575450093,-6.273414204,-5.857635136,-4.058314359,-7.716162894,-3.466875324,-4.66140935,-4.592769502,-4.009665904,-5.770982784,-5.764598038,-4.644441653,-4.516857977,-5.055630979,,,,-4.776598073,-6.26850783,-5.108576487,-5.349423724,-5.078892774,-4.523091001,-4.850836463,-4.849358788,-3.071821968,-4.384501617
CPA3,0.065496091,-1.118318106,-2.794825425,-1.483999362,-0.727883877,,-1.33832687,-1.104796375,-2.056026262,-1.175974201,,-2.881557317,-5.79786317,-5.576173152,-4.775109663,,-2.421705145,,,-2.557813664,-1.695617952,-3.036316162,-3.696385761,-2.999081183,-3.905904445,-4.119389008,-4.456890823,-4.243506344,-0.514079222,-1.29322038,-1.300691038,-1.769576399,-0.929363458,-3.719947022,-5.286427606,-4.995990705,-3.339515453,-3.595110859,-4.050655715,-3.044662878,-4.400708085,-2.204923531,-1.971127251,-2.869504802,-5.396658296,-4.520393092,-2.633296924,-2.884284219,-3.272418584,-3.354813953,-3.018099984,-2.847842898,,-2.376253191,-3.509249763,-1.406545462,-0.983189365,-2.481063633,-1.566823817,-1.174678474,-1.54800575,-1.420757909,-0.618687219,-1.704792978,-3.199589898,-3.287315451,-3.17659071,-2.901936552,-3.041992601,-2.215768153,-4.138190639,-5.370603923,-4.368295606,-4.149869809,-2.34941566,-2.389825431,-1.06972498,-2.427905874,-1.903458405,-3.986240424,-5.596544566,-5.780260731,-4.356030257,-2.348471584,-3.809658566,-3.123976648,-2.094711496,-1.521000784,-1.640495943,-2.308272922,-1.187784402,-2.322011562,-0.636951612,-2.848491186,-3.387699511,-6.527091982,-5.298824387,-3.110657082,-2.267292835,-2.317491618,-3.063148675,-1.825909286,-2.306511,,,,0.022911035,-0.242448676,-0.936538646,-1.316535516,-1.064243188,-3.640643986,-3.33902725,-2.82815815,-2.254760949,-1.186724704
IL6R,-2.077041839,-3.499168013,-1.61610005,-3.115988145,-3.267502152,,-2.69864659,-2.135753265,-2.818389222,-2.220464248,,-2.314612652,0.074110849,-1.081873789,-0.440611084,,-2.22504136,,,-2.472927787,-2.392527047,-2.278363104,-4.154410284,-2.302401441,-2.463130748,-1.825626933,-2.306620342,-2.698305937,-0.992058774,-1.790504143,-1.27295484,-3.280999013,-1.750979446,-2.234773826,-2.475856211,-3.357896028,-2.036689959,-2.664333413,-2.186503279,-2.777363638,-1.617497709,-1.615439152,-1.670547739,-1.95825826,-1.499071977,-2.620186073,-2.347432608,-4.162320788,-2.392193069,-3.395811325,-2.146847845,-2.690377865,,-2.194858142,-3.041394829,-3.84146872,-1.261225934,-2.344062703,-3.143534434,-3.746103226,-2.572876903,-2.982558609,-2.396973532,-1.781236882,-0.838710697,-2.395550422,-1.578608764,-2.919211028,-3.700813107,-1.666679743,-0.839327704,-1.76171966,-2.162888836,-2.126910348,-2.06198152,-1.195094474,-1.57415641,-1.970635347,-1.945262877,-3.559284175,-3.311323075,-3.433753985,-4.031147748,-3.100217757,-3.167963468,-2.799357186,-2.028198628,-1.974195295,-2.595795426,-2.906566833,-3.399711153,-3.06382924,-1.6356094,-2.584940396,-1.114296452,-1.77449405,-2.657175489,-2.396281925,-2.371053429,-2.009024246,-2.076851605,-1.406349243,-1.330939313,,,,-2.51837171,-3.108128791,-2.827712591,-2.78678886,-3.30840749,-3.047262362,-3.767824727,-2.247291451,-1.099443858,-2.476876299
IBSP,-6.114619737,-7.308404223,-3.830425012,-6.183350514,-4.589254832,,-5.156108557,-4.988887406,-4.378238406,-4.519496852,,-5.35061085,-5.088058034,-5.308261091,-4.793501787,,-4.664876987,,,-3.133326266,-4.444911006,-3.20709348,-5.553187106,-4.466840238,-4.967679392,-5.324113657,-3.820313219,-4.244139389,-4.148137535,-2.055435045,-3.250651981,-3.090810297,-2.612506551,-3.794802298,-4.61265437,-4.179896929,-4.537227476,-4.480112971,-4.032547971,-5.146837635,-5.313849017,-6.698922565,-2.436245165,-1.435445674,-1.66619818,0.57883982,-5.01801425,-4.841364009,-6.65713591,-7.023324245,-6.271572777,-6.200851364,,-3.915480466,-6.400364389,-4.969579766,-5.170774222,-5.77517841,-6.022926244,-4.460966209,-4.515845958,-4.420269137,-5.096604846,-5.745346019,-5.074843023,-6.207656466,-6.06033189,-5.793945348,-6.389680881,-5.219699557,-5.784870819,-3.119163718,-5.021895201,-4.263775766,-4.656967457,-5.049194448,-2.520726153,-3.403748555,-3.02640538,-5.683781943,-5.402462246,-5.479372711,-5.791784683,-3.763198507,-5.148071327,-3.014231873,-2.943315329,-3.541665363,-3.974023835,-5.385438943,-6.208933936,-4.667937675,-6.015821823,-4.621102307,-5.254457788,-2.846955799,-3.899152293,-4.707919809,-2.301809307,-2.320098841,-3.401122531,-2.000969348,-2.367842353,,,,-5.453719353,-5.36066661,-5.776787956,-4.257816928,-4.557194133,-4.650384185,-4.301767632,-4.867622563,-5.583674771,-5.588232124
MAF,0.011003051,-0.801691268,-0.700646129,-1.277155241,-0.681783402,,-0.444840024,0.446225798,-0.540354139,0.442217623,,-0.242226726,-1.396424971,-1.804814168,-1.18967208,,0.114783939,,,-0.882115113,-1.094393346,-0.183673285,-1.328922271,-0.155973512,-0.526852558,-0.000784694,-0.508005191,-1.06573649,1.999109994,0.166433046,0.335880594,-1.76595527,0.651529379,-0.502877907,-0.678939664,-1.890409524,-0.094990214,-1.164140562,-0.441032028,-0.846132926,-1.044579529,0.159629461,0.587831505,0.248419314,-0.698185682,-0.269486436,-0.8048664,-1.881148162,-1.058494837,-1.511835121,-1.631635288,-1.290266285,,-0.125189621,-1.763638466,-0.701750378,0.909735858,0.061406088,-0.357747745,-0.628649897,-0.027641337,-0.158178898,0.578047321,0.883926244,-0.260538866,-0.828153062,-0.82257885,-0.747673452,-1.687107703,0.4426392,-0.185073529,-0.979800575,-0.981044821,-1.032365881,-0.942201983,0.459782763,-0.045129978,0.642662787,-0.123016343,-1.307948798,-1.826370839,-2.045308722,-1.664928404,-1.222708467,-1.463455463,-0.958722163,-0.439660973,0.024195416,0.03030966,-0.747377939,-1.037799087,-1.362637807,0.456235768,-1.913043269,0.780194491,-0.122158782,-0.94456031,-0.667705398,-0.867713199,-0.657760085,-0.338186638,0.064091461,-0.223928344,,,,-0.801136749,-1.678130784,-1.55132975,-1.646103539,-1.386442674,-1.950377236,-2.613964189,-0.978199131,-0.802928411,-0.487994655
EREG,-7.703757697,-0.340078482,-1.730243893,-6.126093197,-6.223875219,,-3.035841441,-5.301579699,-6.212167602,-5.154117239,,-5.663303142,-6.553580219,-6.287529649,-5.200711678,,-4.652500589,,,-5.554275357,-4.624066066,-5.529271046,-7.011342343,-4.635771544,-6.187423418,-6.237948377,-5.852984168,-5.405134435,-3.716351443,-5.619133472,-4.915633744,-6.683363587,-5.886698361,-5.735423751,-5.947554762,-5.576197865,-5.670494007,-6.721688614,-6.268176219,-7.03498643,-5.446173191,-1.061087002,-5.589482025,-3.565455982,-6.393213802,-5.603826048,-4.490202821,-7.372446269,-6.335775358,-5.173584721,-4.51920109,-7.63239795,,-7.031525227,-6.983558168,-5.550414273,-3.987610965,-6.721298169,-6.966709738,-6.53661947,-7.886955103,-7.602215027,-6.149267719,-2.967933893,1.298758859,-0.805579415,-0.932392437,-1.893591464,-2.95527645,-4.669280198,-7.7463505,-6.978763784,-9.108905763,-7.915570947,-4.2845875,-3.265697361,-5.569351894,-6.330744851,-6.403085318,-6.688780751,-6.288816557,-6.59750253,-6.513412954,-6.427160397,-6.712497543,-4.361566948,-3.896912306,-4.343259246,-4.79331972,-5.727601208,-6.077642016,-6.563028289,-5.933632513,-7.421556047,-4.641753761,-5.884650808,-5.537990071,-5.70948125,-7.093876215,-7.921682576,-4.630501444,-5.302114167,-6.400883352,,,,-6.593970072,-5.348914235,-6.42483288,-7.154427302,-6.021399876,-6.780956665,-6.491592191,-6.18199222,-2.198807939,-5.910583543
GJB2,-1.137910124,-3.377055144,-0.712938792,-3.690795547,-1.577325706,,-1.254162653,-3.621863322,0.771145047,1.054852206,,0.633797213,-0.719322024,-1.050171378,-0.79431268,,-0.41878175,,,-4.800414035,-5.022615442,-1.640742746,-3.154522902,-1.948877105,-4.184893191,-4.217630204,-2.385207018,-3.200391691,-1.749800514,0.660850221,-0.35939195,-0.345230328,-0.660304326,-0.42950104,-0.087244969,-1.363438746,-1.467012701,-1.202243524,-1.696963128,0.637729231,0.900962503,-1.276400111,0.876753722,-0.43450088,0.155352742,-1.177302577,-2.54374759,-0.926869941,-1.923482621,-1.858742085,-5.919702748,-3.454212434,,-2.22257352,-0.56675162,-1.131516694,-3.98601418,0.087653538,-0.571139195,0.434622123,-2.859679475,0.542559312,0.258541025,-3.14508765,-1.220595387,0.315886938,-1.345601514,-1.45328069,-2.55771283,-1.28238079,-2.72202117,-2.462581358,-1.884904089,-2.868873804,-0.198888576,-2.963084344,-1.00252628,-0.374127689,-0.709502563,-0.235225836,-0.987972634,-1.150928853,-0.474787351,-0.037084539,-0.875295549,0.578706014,0.564721901,0.214421648,-1.947169959,-1.519906373,-1.413594955,-0.121403898,-0.748347876,-1.669230816,-1.98698384,0.359527519,0.004367145,0.796176057,-0.311323671,-0.318845768,-1.587489947,-0.501583541,-1.936119275,,,,-2.02929074,-2.233623907,-0.310998048,-0.055195949,-1.362794927,-3.793405886,-5.489394635,-3.957402243,-0.884499133,-2.251626566
ITGB6,-1.579394844,-0.247794639,-0.373076708,-2.038497137,-4.413353018,,-2.973780473,-2.713449919,-1.342751711,-1.396062458,,-1.016279673,0.174701578,-0.450869852,0.353202387,,-3.609928578,,,-1.737466371,-2.498753623,-3.154593231,-5.71466704,-2.924058742,-4.937419992,-4.093276168,-2.730338265,-3.613694441,-4.61383563,-3.658636664,-2.504475527,-2.923165429,-3.078204646,-1.182167791,-1.649555857,-1.268921147,-5.189187889,-5.806645905,-5.841911464,-2.330015877,0.917550124,-2.048178084,-2.099290709,-1.845397124,-2.862380501,-2.746263666,-3.267731587,-3.676043847,-3.076778248,-3.919404628,-2.710323939,-3.257923624,,-3.6570509,-5.175884662,-2.977760796,-1.098563465,-2.761861342,-3.550519003,-4.834696734,-4.600069866,-3.190711799,-4.147155427,-2.217628752,-1.733076181,-1.114277254,1.008881081,-0.582713372,-0.334752136,-2.053822996,-1.866065609,-1.3243603,-1.582257827,-1.492758822,-1.433130716,-1.602965285,-2.366051437,-2.057055066,-1.614822361,-2.449856384,-4.0855161,-4.011198611,-3.448211594,-1.93107819,-3.103204726,-1.749984214,-2.35268484,-2.909214698,-2.129269566,-0.908693501,-2.425417298,-2.795309295,-3.75087602,-3.571374893,-4.269619904,-4.171973178,-4.451759756,-2.150583489,0.496466396,1.066477289,-2.404529132,-2.656916559,-2.905585248,,,,-4.215458449,-3.322704356,-1.900231533,-1.743830584,-1.939050557,-5.185723308,-5.12880492,-5.390361651,1.37777246,-1.165827062
NTRK2,-1.577098342,1.147487265,-2.662917863,-2.495017279,-3.849876252,,-3.210279099,-1.75765573,2.427576625,1.593583473,,0.224575228,-4.956428309,-5.555076711,-4.995770969,,-2.766446499,,,-3.676267952,-5.5120083,-2.704602449,-3.83491042,-2.693970313,-3.534619863,-3.139518967,-3.477020782,-4.181174143,-0.970916911,-2.344841541,-3.262830189,-4.346335901,-1.46836006,-2.226484394,-2.752889927,-3.822760054,-2.752669378,-1.35587028,-2.162883816,-4.067957028,-3.852667697,-1.340044544,-2.215142486,-1.490470845,-0.520586173,-0.107456198,-0.411059117,-4.43898002,-0.521548245,-1.461909896,-2.691900398,-0.778082648,,-1.740506974,-3.469040971,-1.865972074,0.625000224,-1.52730437,-2.224086468,-3.271450871,-1.457399686,-3.101204495,-2.570098124,-1.011553769,-2.105392805,-2.308595576,-3.067732067,-3.195624464,-3.548088846,-1.935503296,-2.493369758,-3.972220938,-3.369646796,-3.674562847,-1.762447437,-0.073943156,-2.984586496,-3.040426812,-1.799941391,-4.149103242,-4.704051159,-5.032007794,-5.541852034,-3.616835298,-3.902172445,-6.508795031,-5.504476235,-3.62169958,-1.313892354,-1.760072881,-2.309173606,-4.241029786,-2.580937213,-5.246398932,-2.141501272,-1.101298886,-3.425860952,-2.438206969,-5.267905615,-4.640032492,-2.987486497,-1.870834038,-2.368951229,,,,-5.33947097,-4.57358297,-3.265796337,-4.544151122,-1.540329161,-4.296846767,-4.785089871,-3.514660498,-0.324591578,-1.412941868
WNT6,-6.216946885,-5.659119001,-5.14037838,-6.21504412,-5.242436814,,-4.786922726,-3.998213199,-4.756798008,-4.587716333,,-4.266827238,-4.490943742,-4.376480572,-4.674952757,,-4.627206569,,,-5.54879003,-5.446768952,-6.027189643,-6.531981016,-5.133690141,-5.849260539,-5.428438449,-6.055446882,-5.385204727,-5.821132061,-5.544005,-5.162433366,-5.93016321,-6.133497983,-5.442477526,-6.391574131,-5.34214533,-2.858173623,-3.336311603,-3.560192495,-5.975035341,-6.132062634,-5.182824363,-4.082294614,-3.301971498,-3.30772762,-2.954910528,-4.645394192,-5.827197922,-5.103943606,-5.650704187,-6.076490904,-5.372551822,,-5.601754097,-5.873618943,-5.74503601,-4.213191664,-5.139523946,-5.165791124,-5.265918333,-5.446328964,-6.147900421,-6.016881208,-5.151049208,-5.480546212,-5.250789575,-7.72778049,-5.139465853,-7.542556308,-5.039603128,-6.379707835,-6.126694292,-6.894266192,-5.870856377,-5.622077764,-4.139134448,-5.928215809,-4.204181939,-4.887480115,-5.462682165,-5.325752377,-5.478390782,-6.455016097,-5.786024311,-5.692849835,-5.864380696,-4.567280151,-5.499053919,-5.608077475,-5.246903079,-5.114792192,-6.61056532,-5.788524466,-7.539482406,-4.804768009,-5.292083784,-4.913933852,-4.865944205,-6.464199145,-6.292005506,-4.90065056,-4.93322411,-5.293169535,,,,-6.153653164,-5.752478125,-5.653007177,-5.660993046,-5.372484355,-4.998096305,-4.925410601,-6.010089569,-5.671355143,-6.453520075
ESR1,-0.398755716,0.447442888,0.282290888,1.629911538,2.268222406,,1.019184382,0.367029794,2.322602997,1.563657361,,-2.114374523,-5.621225363,-5.988244847,-5.41555794,,1.720472035,,,1.346957156,1.811471814,0.652955597,1.416142395,0.415709858,-0.639320574,-0.759359147,-0.923382901,-1.157661144,-0.800310138,0.18108633,1.466914304,2.317323469,-0.404439748,-4.173779603,-4.602662562,-4.995821586,-5.393112582,-6.378975587,-5.368565683,1.305098564,0.594265435,0.018401993,-4.182405499,-4.602424549,-7.421704888,-7.315657732,1.657062285,2.181176904,1.973223316,1.924771951,1.180319589,2.093063228,,-0.073113784,0.171829165,1.765369031,-3.533645919,-0.294090635,0.050776822,2.935211875,2.294488359,2.627274937,1.778561413,0.589702358,0.826668387,1.450854233,-0.525473072,0.291418015,0.003485079,2.179237455,2.376212511,3.081615166,3.023882841,2.951625061,-1.476333764,-1.251511624,-0.374768838,-0.515278198,-0.020370163,2.190481564,2.930821363,2.853218538,2.257328114,2.412126189,2.845270844,-6.189621285,-5.771176365,-4.437521777,2.740794724,3.592245995,3.362590438,0.308196561,-1.242707365,0.096438167,-4.234471975,-6.455277801,-5.596849367,-5.240523563,1.967168299,1.429806217,1.836973865,1.408664259,1.483578266,,,,1.978435558,2.038210643,2.269184837,2.41154243,2.015762151,3.455458297,3.751128184,2.645641157,-0.077647549,2.404830164
RAD54L,-4.876874584,-3.919011365,-3.90111214,-3.023755493,-4.268378903,,-4.162807286,-4.498086476,-5.034278865,-5.713194096,,-4.029734921,-1.495537212,-1.220525018,-1.510505742,,-2.544859866,,,-3.730046737,-3.768812504,-3.565485245,-3.7295329,-3.822545419,-3.572925233,-3.591224915,-3.961893594,-3.310951996,-4.734767699,-4.598996486,-4.019485476,-4.139254731,-4.417971316,-3.544598714,-3.222021996,-3.368317665,-2.283129977,-2.039227082,-2.461378053,-4.475795651,-4.784535143,-4.346549686,-3.762810935,-3.426168457,-3.295603108,-2.470399175,-3.997309163,-3.750269594,-3.761961705,-4.286412125,-4.034687098,-4.455006119,,-4.216703475,-4.687401795,-5.140086879,-3.728605367,-4.391903244,-4.736141706,-4.469848218,-3.586693721,-3.752232653,-4.827664318,-5.024842116,-4.11402479,-4.802654387,-4.97123874,-5.093417486,-5.670537341,-4.353003771,-4.290143811,-3.632740013,-3.851418667,-4.206977097,-3.842031857,-4.649729264,-3.981952949,-3.994884673,-3.85221225,-2.759396059,-3.453490099,-2.907710346,-2.744176802,-3.35949633,-3.289174524,-1.610223331,-2.014106404,-2.181593972,-3.460542529,-2.589173401,-2.922863127,-3.685305865,-4.274744691,-3.5762551,-3.616474148,-1.865455957,-1.925265557,-1.875796981,-5.332814945,-5.020443648,-3.376354626,-3.298129537,-3.486218786,,,,-3.326676651,-3.670063883,-4.079766906,-3.638305245,-4.179275133,-2.418379974,-2.500785545,-2.77502141,-5.851394198,-5.04859663
KDR,-2.151675318,-1.89255131,-2.494723692,-2.976467757,-2.262462611,,-2.48979418,-1.868716282,-2.577115335,-2.237652037,,-1.802691175,-1.951630364,-2.657771682,-2.651389285,,-2.914521565,,,-1.935397447,-2.050557613,-1.532791123,-1.76964929,-2.06813492,-3.085037594,-2.478360445,-3.187831038,-2.920553551,-1.901483683,-2.405716336,-2.439182202,-2.391943939,-1.93631563,-2.515928578,-2.438183571,-2.219568664,-3.565122044,-3.869322968,-3.491475141,-2.915765292,-2.925235397,-1.931797322,-1.878573288,-1.427126021,-2.623127129,-1.139135746,-2.716062342,-3.299836668,-2.193903095,-3.017357165,-2.457499176,-2.700448757,,-1.397799868,-1.784628196,-2.163813258,-1.608699505,-1.08757281,-0.989660684,-2.148404848,-2.108689665,-1.942440746,-2.255605378,-1.907621683,-2.761090557,-3.296868667,-2.533099145,-2.801826554,-2.661374436,-1.780167667,-2.047539106,-2.502344811,-2.185027813,-2.523544161,-2.603202557,-2.201789127,-2.044995701,-2.371173277,-1.909535172,-3.392925789,-3.521890061,-3.285602374,-3.448735292,-3.414477486,-3.29349435,-3.260408972,-2.714079821,-2.897392355,-2.394981199,-2.399262274,-3.071463289,-2.72622626,-2.760744327,-3.332191216,-1.845574955,-2.693840713,-2.747568882,-2.699024814,-3.462179017,-3.127087643,-2.097780178,-1.302414474,-2.118586381,,,,-2.571364798,-2.494762575,-3.232055135,-3.126280259,-2.911084291,-3.927056968,-4.264331825,-3.602380839,-1.968653656,-2.450309476
PIK3R2,0.081509879,-0.250162696,-0.138056678,0.058269188,0.303815895,,-0.166669435,0.037077591,0.563006915,0.348038783,,0.201422959,0.510513163,0.389993459,0.255640654,,0.145253563,,,-0.553336173,-1.054451529,0.190473515,0.550549036,0.134956946,0.260834625,0.458779531,-0.04184141,-0.302674676,-0.149790465,-0.000950428,0.69556287,0.837936407,-0.353193031,0.300023912,0.920687401,0.380561565,-0.478694506,-0.917933914,-1.036884597,0.118204784,-0.228934459,-0.378992092,-0.452879976,-0.759436492,0.000988768,0.574682953,0.21634972,0.182103179,-0.181270695,-0.194411726,-0.632076303,-0.343557043,,1.006541457,0.533463757,0.316752027,-0.580266442,0.591433358,0.450223541,-0.121392888,-0.129516155,0.386309174,0.281950324,-0.557739101,0.225999479,0.407226222,0.020732281,0.619508857,-0.194455473,-0.510945442,-0.269864339,-0.077347319,-0.606188061,-0.374379097,0.094108832,-0.487324153,-0.01094437,0.65495333,0.176383821,1.859620584,1.946999716,1.780772386,2.09745372,1.977828933,2.040516215,-0.949535387,-0.299749351,-0.816305294,-0.51408293,-0.225910366,-0.21615711,0.09034838,-0.061701558,0.343641622,-0.938293111,-0.532524089,-0.342192776,-0.248349718,0.561819046,0.577316838,0.182062612,0.427724299,0.012456297,,,,-0.177546402,-0.702097711,-0.154898842,0.051287354,0.53545053,-0.209767355,-0.263611489,-0.611983994,-0.931192929,-0.333424163
